OBJECTID,X,Y,DEM,最湿温度,最湿湿度,最干温度,最干湿度,气温较差,暖季温度,暖季湿度,年平均雨,冷季温度,冷季湿度,年平均气
1586,117.169998,29.770201,129,24.21769333,81.74241638,13.46085453,70.58301544,7.965228081,25.8498497,78.10390472,1766.161377,6.884579182,76.55634308,15.82630062
1587,116.667999,29.928301,12,24.51143456,81.60855103,9.229199409,69.69241333,7.560774326,25.49150276,78.69071198,1668.768188,6.353233337,75.97841644,15.69544506
1588,117.002998,29.823,495,24.32347679,81.8049469,12.50682545,70.42002106,7.877693176,25.74792099,78.38572693,1738.407471,6.728267193,76.50234222,15.66365623
1589,117.667999,29.611,680,23.52967072,82.57305908,15.21691227,70.8886795,8.146961212,25.21081924,79.37203979,1800.221313,6.414093018,76.81018829,15.8667345
1590,117.833,29.557699,832,23.39735985,82.55679321,16.05020332,71.38930511,8.257954597,25.16576385,79.48564911,1801.193115,6.392725945,77.03604889,15.74261665
1591,117.336998,29.717199,66,23.94099998,81.94701385,14.44698429,70.73864746,8.052834511,25.775177,78.30308533,1785.729858,6.853385448,76.69076538,15.81869984
1592,117.502998,29.6642,236,23.70578194,82.2312088,14.70762539,70.70829773,8.087962151,25.54008675,78.69281769,1799.528564,6.690300941,76.7106781,15.71214485
1593,118.325996,29.396999,589,23.93196106,81.85674286,18.78991699,73.52487946,8.637145042,25.87767029,78.82474518,1740.254761,6.948270321,77.85025024,16.30342674
1594,118.162003,29.450701,344,23.86519432,81.96871948,18.89839172,73.65526581,8.68490696,25.74093628,79.14439392,1759.254517,6.839611053,77.96163177,16.2918396
1595,118.652,29.2894,617,24.0512104,81.4552002,17.22157288,72.57754517,8.386140823,26.29834175,77.61183929,1671.288208,7.288349628,77.13945007,16.57701683
1596,117.998001,29.5042,313,23.61670876,82.29801941,17.52423096,72.65602112,8.463086128,25.39969063,79.44712067,1783.543213,6.538970947,77.61610413,15.98884106
1597,118.488998,29.3433,267,23.92743492,81.69529724,17.96181488,72.95751953,8.498521805,26.05984688,78.22731781,1712.900635,7.109716892,77.47132111,16.59462357
1598,119.299004,29.0728,41,24.95108223,79.65248871,22.90201759,71.73158264,8.28704834,27.08963013,75.43702698,1521.616089,7.958447456,76.24892426,17.2609539
1599,119.138001,29.1271,65,24.73707581,80.34601593,19.83532143,72.04898071,8.332807541,26.83521461,76.21790314,1562.430542,7.764770985,76.46542358,17.06483459
1600,118.815002,29.235399,619,24.1688652,81.19241333,16.9804554,72.39929962,8.359218597,26.47445107,77.18041229,1630.583984,7.417758942,76.85784912,16.84317589
1601,118.976997,29.181299,333,24.31488419,80.82798767,17.92940712,72.25634003,8.345143318,26.65301704,76.7121582,1598.579346,7.571032524,76.6953125,16.91391182
1602,119.779999,28.9093,88,25.3022747,79.02846527,25.63471222,71.65746307,8.316532135,27.48899651,74.71123505,1476.40686,8.421459198,76.0555191,17.7283535
1603,119.459999,29.0184,83,25.22138786,78.81703186,26.30333138,71.38737488,8.188735008,27.37386131,74.41049194,1481.554565,8.098343849,76.09227753,17.29137039
1604,119.939003,28.8547,92,25.24906731,79.764328,23.53681564,71.77368164,8.430755615,27.43209267,75.58850098,1480.246826,8.70022583,75.89199829,17.78574371
1605,119.620003,28.9639,93,25.33235741,78.53430176,27.43577003,71.35128021,8.145230293,27.55088234,74.03076935,1463.760498,8.238621712,76.07546997,17.72098923
1606,120.414002,28.6901,129,24.85237694,82.59801483,16.72914124,71.64170837,7.985762596,27.17806625,78.52758789,1525.689819,8.934035301,75.97512054,17.86569595
1607,120.255997,28.745001,548,25.06051254,81.33021545,19.35773468,71.78952789,8.253578186,27.29144478,77.31703949,1499.354736,8.908230782,75.86060333,17.80278969
1608,120.571999,28.635,257,24.68660355,83.52029419,14.30039406,71.52023315,7.754804134,27.10327339,79.53611755,1549.949463,8.938872337,76.04042816,17.81479645
1609,120.098,28.7999,123,25.20741653,80.29699707,21.90023804,71.84256744,8.47467804,27.38796806,76.23565674,1489.872314,8.849417686,75.81465149,17.83124542
1610,121.505997,28.3402,5,23.88829803,87.84250641,10.12471962,71.25958252,6.281637669,26.62986183,83.60237885,1502.432739,8.63407135,77.09958649,17.56910706
1611,120.885002,28.5247,634,24.47957802,84.8584671,11.41670132,71.19424438,7.417640686,26.97637558,80.9238739,1574.056885,8.886241913,76.09532166,17.81181908
1612,121.041,28.4694,355,24.34168053,85.58908081,10.73581982,71.05930328,7.185923576,26.89142799,81.65330505,1564.10791,8.81754303,76.25659943,17.72842026
1613,121.352997,28.358601,24,24.0111599,87.34810638,10.1952467,70.80808258,6.481298923,26.6920166,83.14801025,1514.549194,8.710541725,76.68102264,17.66701508
1614,120.728996,28.579901,468,24.57684517,84.25239563,12.49325085,71.34238434,7.579052448,27.03832436,80.29846954,1568.759399,8.922878265,76.04975128,17.83634567
1615,121.196999,28.4172,126,24.18196869,86.43094635,10.31484795,70.9068222,6.850425243,26.80034637,82.43973541,1540.532349,8.736633301,76.49736786,17.74328804
1616,121.623001,28.291599,58,23.68231583,88.88266754,10.25987625,71.75215149,5.798476696,26.51460648,84.32872009,1471.522095,8.593929291,77.60562134,17.54984093
1617,97.979797,33.914101,4881,8.020454407,73.108284,-8.029966354,44.42289352,14.67785931,9.813673973,72.19496918,608.3325195,-4.979524136,46.06415558,1.767962337
1618,98.131599,33.901199,4546,8.023663521,73.14590454,-7.996411324,44.49371719,14.68516922,9.836651802,72.23545074,609.3892822,-4.951872349,46.14213562,1.761936903
1619,97.7118,33.962101,4714,8.168663025,73.14618683,-7.797264099,44.30754852,14.69940853,9.960233688,72.23554993,610.3095093,-4.763972759,45.98633957,1.827328324
1620,98.465202,33.8293,4556,8.116828918,73.24481964,-7.873901367,44.64355469,14.70806313,9.918942451,72.34226227,612.3505249,-4.846400261,46.3164978,0
1621,98.332604,33.859001,0,0,0,0,0,0,0,0,0,0,0,1.76206553
1622,102.408997,33.259399,3530,8.936229706,77.74821472,-6.52063942,54.95642853,14.60503674,11.0689106,76.91397858,710.7955322,-3.927385092,57.56238937,3.656278372
1623,102.239998,33.283798,3656,9.245839119,77.39231873,-5.826557636,54.53401947,14.60249901,11.34152603,76.65155029,711.9998169,-3.576426268,57.01927185,0
1624,101.684998,33.371399,3735,9.715540886,76.28623199,-4.637110233,53.09919739,14.68354797,11.71130657,75.80899048,707.6653442,-3.065388918,55.20531082,2.889256716
1625,101.796997,33.3713,3654,9.644482613,76.40692902,-4.800498962,53.2543602,14.67755413,11.65462399,75.90177917,708.0328369,-3.139302969,55.40296555,2.860261917
1626,102.609001,33.223202,3478,8.724441528,77.93871307,-6.956094265,55.29982758,14.4926672,10.93936443,77.03931427,708.1640015,-4.163519859,58.03244019,4.138790131
1627,102.807999,33.1866,3464,8.722646713,77.83215332,-7.00659132,55.08644104,14.42473602,10.96216488,76.90882874,703.9998169,-4.145021915,57.92760849,4.728430748
1628,103.007004,33.149799,3526,9.032915115,77.40958405,-6.534045696,54.52415466,14.30147743,11.27447128,76.48872375,701.4273682,-3.754301071,57.48765182,5.205760956
1629,103.403,33.075298,3850,10.52131367,75.95482635,-4.126797676,53.33037949,13.97805405,12.75917721,75.08316803,716.9344482,-1.852021337,56.5747261,6.191684246
1630,103.205002,33.112701,3638,9.739112854,76.82766724,-5.261128426,54.13047028,14.11226082,12.03143978,75.91694641,710.8630981,-2.819458723,57.23322678,5.683129787
1631,103.600998,33.037701,3819,11.10157776,75.16360474,-3.215896845,52.6252327,13.87865353,13.36213779,74.33178711,722.0258179,-1.036502838,55.9958725,6.722269058
1632,103.799004,32.999699,4352,11.55215168,75.28311157,-1.919776917,53.2586937,13.5452919,14.07251835,74.33809662,737.1643677,-0.336133033,56.74781799,7.523025513
1633,104.190002,32.923401,3263,12.51830387,76.18688965,0.846456766,55.38002014,12.76434517,15.51102161,75.04345703,772.0139771,0.887574673,58.89511108,8.745913506
1634,104.327004,32.898399,0,0,0,0,0,0,0,0,0,0,0,0
1635,103.996002,32.961498,3065,11.97380066,75.57468414,-0.855852365,53.99041748,13.25830555,14.62694168,74.5578537,750.15271,0.15543057,57.49902344,8.275333405
1636,105.384003,32.658199,655,18.60509109,78.15461731,12.38729191,64.0973053,8.704382896,23.32017136,76.57337952,945.0627441,7.340155602,66.74203491,12.82735538
1637,105.231003,32.645901,1363,17.7660656,78.63147736,12.05621338,64.32810211,8.9262743,22.73887444,76.86269379,941.1094971,6.827338696,67.33996582,0
1638,105.556999,32.6436,643,19.63175964,77.52438354,12.45464611,63.60124588,8.532641411,23.81033897,76.19929504,944.3396606,7.780483723,65.82461548,0
1639,105.751999,32.605701,609,20.71915817,76.70092773,12.35246754,62.83517456,8.371583939,24.28803444,75.72975159,938.3761597,8.224920273,64.57334137,13.94287872
1640,106.138001,32.5238,1216,20.21440125,77.53881073,13.43150902,64.02607727,8.286416054,24.44434738,76.12562561,958.9673462,8.342261314,66.16313171,15.2629652
1641,105.945,32.564899,655,20.93739319,76.60076141,12.32062435,62.7402916,8.358633041,24.34230614,75.66303253,938.3505249,8.271559715,64.40644073,14.26952362
1642,106.331001,32.482498,1016,19.03661346,79.06911469,15.10271549,66.06195831,8.206291199,24.56183434,76.83292389,993.9325562,8.398846626,68.93952179,15.40653706
1643,106.904999,32.356998,1006,17.48296356,81.57164001,17.57816696,69.48948669,8.137797356,24.9551754,77.51751709,1083.846924,8.565794945,73.31758881,15.79785919
1644,107.096001,32.314701,1018,17.37694359,81.76322174,17.12539101,69.92551422,8.143196106,25.04681396,77.65229034,1111.477539,8.530579567,73.53956604,16.34201622
1645,106.523003,32.440899,1695,18.11594391,80.44707489,16.72690201,67.88259125,8.13805294,24.7636013,77.26159668,1034.398438,8.511706352,71.38258362,15.57423019
1646,106.713997,32.399101,1074,17.67861366,81.15892792,17.4110527,68.92584229,8.12802124,24.91082001,77.38457489,1062.993652,8.569027901,72.66806793,15.62346745
1647,107.287003,32.272202,1583,17.52746201,81.55354309,15.64545727,69.71194458,8.242851257,24.86112213,77.76869202,1136.014038,8.309677124,72.96250916,16.27274704
1648,107.476997,32.229401,1162,17.95061493,80.93410492,13.05334473,68.98246002,8.461402893,24.50935173,77.87956238,1169.856445,7.921269417,71.55171967,16.2456913
1649,107.666,32.186401,904,18.70305824,80.17484283,10.12529945,67.88150024,8.753503799,24.00233269,78.055336,1212.889404,7.425183296,69.65763855,16.15563011
1650,107.848999,32.135399,1053,19.7567749,79.37718964,7.337733269,66.63285828,9.074522972,23.46554375,78.23517609,1251.961304,6.923008919,67.63659668,16.05934906
1651,108.233002,32.056,1262,19.70547867,79.32323456,7.180416107,66.59838867,9.088703156,23.45073891,78.22155762,1253.761475,6.893613815,67.55363464,16.00371361
1652,108.420998,32.012001,1377,19.06289673,79.79286957,8.956244469,67.62567902,8.881099701,23.93530464,77.9434433,1216.37207,7.206170559,69.01586151,16.05745697
1653,108.047997,32.095001,923,20.18492889,79.01179504,6.138507843,66.02074432,9.212142944,23.20864487,78.32987213,1270.495361,6.706954479,66.69782257,15.96668148
1654,108.608002,31.967899,1232,18.4065094,80.12636566,10.53807926,68.56113434,8.685065269,24.40013695,77.59156799,1178.318604,7.474752426,70.34241486,16.07932854
1655,108.795998,31.9235,2148,18.05071831,80.33137512,11.32046604,69.36148834,8.601313591,24.68448257,77.35820007,1158.75354,7.569365501,71.34196472,16.09473801
1656,108.981003,31.878099,1516,18.16337013,80.14813232,11.31650639,69.65896606,8.535510063,24.89953423,76.9805069,1142.135742,7.592418671,71.59294128,16.10191154
1657,109.327004,31.7309,0,0,0,0,0,0,0,0,0,0,0,0
1658,109.149002,31.811899,2082,18.1094265,79.86948395,11.25711155,69.69916534,8.464887619,25.01678085,76.61895752,1128.224121,7.609277725,71.64211273,16.13825989
1659,109.558998,31.714899,1772,18.87867165,79.12864685,9.824753761,69.37255096,8.484395027,25.09650421,76.19584656,1089.901733,7.436562061,71.03527832,16.08992577
1660,109.724999,31.698299,1923,19.23381615,79.01950073,9.438259125,69.25909424,8.558419228,25.09741783,76.24436188,1075.551025,7.383499622,70.81381226,16.04870796
1661,109.910004,31.652599,1187,19.62632179,78.9438324,9.096795082,69.16197205,8.648048401,25.10421181,76.34455109,1062.116333,7.348674774,70.59563446,16.04245377
1662,110.461998,31.514401,2474,21.23890686,78.91704559,8.163786888,69.13965607,8.899617195,25.21504593,76.8998642,1020.583923,7.272912979,70.20845795,16.13100052
1663,110.278,31.560699,2191,20.63330078,78.84591675,8.337356567,68.9640274,8.873033524,25.13850975,76.73344421,1030.799561,7.272057056,70.09003448,15.98061562
1664,110.094002,31.606701,1277,20.03134727,78.92568207,8.803397179,69.19173431,8.792334557,25.0838623,76.65396118,1047.615479,7.266624451,70.43070984,16.0198555
1665,111.191002,31.3272,901,24.61773682,79.61782837,7.630424976,70.39199829,8.734363556,25.40457726,77.89299774,1032.237915,7.076561928,71.30245209,16.21815491
1666,111.009003,31.3743,1243,23.26775932,79.54428864,7.931629658,69.99520111,8.871269226,25.2637291,77.69944,1020.925354,7.057797432,70.95037079,16.07574844
1667,110.644997,31.467899,1611,22.02287102,79.02028656,7.627070904,69.1946106,8.973392487,25.17285919,77.18411255,1008.995728,7.123650074,70.14916992,15.99810123
1668,110.827004,31.4212,691,22.52893448,79.2435379,7.774847984,69.54433441,8.929654121,25.2154541,77.40487671,1015.108643,7.103852749,70.49572754,16.08132362
1669,111.553001,31.2325,180,25.89219475,80.0369339,7.847140312,71.25973511,8.427191734,25.66512299,78.25405121,1057.026855,7.121369839,72.31547546,16.29741669
1670,111.372002,31.2799,598,25.42768097,79.83917236,7.822999001,70.93041229,8.535949707,25.56819153,78.09011078,1051.129761,7.118452072,71.92484283,16.22864532
1671,111.733002,31.184799,633,26.26151657,80.2565155,7.57985878,71.44843292,8.345057487,25.73510742,78.45462799,1052.311157,7.070464134,72.61975861,16.3085289
1672,111.913002,31.1369,177,26.78370667,80.65000153,7.211038589,71.78877258,8.238770485,25.84644699,78.89160156,1048.690918,7.009477139,73.16934204,16.37922859
1673,112.272003,31.040701,59,27.43707275,81.25643158,6.357292175,72.05845642,7.992948532,25.9936161,79.40372467,1029.29126,6.873764515,73.71089935,16.46707535
1674,112.093002,31.0889,228,27.14874077,80.91478729,6.750752449,72.01967621,8.099905014,25.95173264,79.11569977,1045.475952,6.944025517,73.57873535,16.44849968
1675,112.450996,30.9923,52,27.71981239,81.53108978,6.114129543,72.16349792,7.86924696,26.05724907,79.6244278,1024.395142,6.834300041,73.92378998,16.614851
1676,112.806999,30.895,35,27.88918114,80.72786713,6.262560368,72.23788452,7.848331928,26.34632111,79.0475769,1081.521973,6.981079102,74.27013397,16.75072479
1677,112.628998,30.943701,38,27.74141312,81.34320831,6.153553009,72.19200897,7.863455296,26.1214962,79.49014282,1039.170288,6.869154453,74.02457428,16.64293098
1678,113.161003,30.7969,47,28.383461,79.99710846,6.320497036,72.07616425,7.877278805,26.6765976,78.63166809,1133.222412,7.126477718,74.39714813,16.82899857
1679,112.984001,30.846001,162,28.14236832,80.20709991,6.330667019,72.18780518,7.858466625,26.55749321,78.72107697,1119.653198,7.079293251,74.41361237,16.78937721
1680,113.337997,30.7477,26,28.32771111,79.90460205,6.338324547,72.19611359,7.877523899,26.69731331,78.52935028,1147.608398,7.13656044,74.5358429,16.87940598
1681,113.514,30.6982,24,28.15989685,79.52176666,6.386874199,72.53340912,7.851455212,26.76099968,78.14912415,1189.766479,7.158952236,74.91812897,16.90487862
1682,113.690002,30.6486,27,28.15263939,78.84425354,6.662882328,72.9647522,7.828457832,26.90706253,77.57196045,1253.064697,7.187173843,75.44950104,16.89769745
1683,113.864998,30.5989,18,28.51202393,77.90883636,6.507902622,73.1110611,7.774484158,27.07211685,76.89751434,1298.516479,7.194453239,75.56191254,16.95103455
1684,114.040001,30.548901,21,28.9378643,77.22115326,6.293759823,73.05338287,7.722299576,27.17622566,76.45769501,1315.563843,7.180737495,75.43105316,16.98117828
1685,114.213997,30.4988,23,28.77537155,77.37664032,6.341661453,73.04379272,7.738465786,27.13174248,76.54193878,1322.515137,7.166938782,75.49892426,16.83822632
1686,114.560997,30.398199,19,27.68921471,78.68745422,6.944000244,73.0173111,7.990581036,26.78399849,77.32452393,1369.879028,7.05104351,75.9793396,16.63606071
1687,114.388001,30.448601,32,28.17816734,78.00602722,6.568440914,73.07928467,7.818791866,26.99234009,76.88440704,1340.549438,7.147907734,75.76545715,16.75398636
1688,115.079002,30.246,15,26.82880974,79.91175842,6.442513943,72.03350067,8.245958328,26.27056503,77.96187592,1459.491211,6.738475323,75.83055878,16.50294685
1689,114.734001,30.347601,22,27.34113693,79.11238861,7.043199539,72.85231018,8.125146866,26.60014343,77.59893036,1391.867676,6.954002857,76.01138306,16.59903145
1690,114.906998,30.2969,29,27.07490158,79.5,6.484657288,72.33281708,8.171553612,26.44134903,77.77845001,1425.132935,6.843702793,75.8227005,16.59105492
1691,115.251,30.195,22,26.5609417,80.19428253,6.383945465,71.66419983,8.181515694,26.0953083,78.13572693,1487.606323,6.627728462,75.83132935,16.43053818
1692,115.421997,30.143801,23,26.16730881,80.40254211,6.677728176,71.19783783,8.041596413,25.94634819,78.17634583,1533.875244,6.545056343,75.88354492,16.35897446
1693,115.593002,30.092501,33,25.77868462,80.51599884,6.605220318,70.59828186,7.773830414,25.7954731,78.21365356,1561.830811,6.434915543,75.83295441,16.3042202
1694,115.932999,29.9895,16,25.21268463,80.186409,6.535290718,69.68881989,7.119626522,25.86621475,77.69464111,1584.575684,6.450015545,75.65184021,16.21488571
1695,115.763001,30.0411,47,25.40520477,80.46543121,6.538559914,70.012146,7.436795235,25.73584557,78.0792923,1582.54834,6.378952026,75.74899292,16.23469353
1696,116.101997,29.9378,15,25.06787109,80.15483856,6.51685667,69.41758728,6.970165253,25.85921669,77.60017395,1591.280884,6.440401554,75.5511322,16.21427727
1697,116.271004,29.885901,15,24.84180641,80.6421814,6.742336273,69.19467163,7.053976536,25.54920578,78.08979034,1627.9823,6.259396553,75.67987823,15.82786179
1698,116.440002,29.8339,36,24.43930817,81.22177124,7.783666611,69.24725342,7.235387325,25.38817024,78.45909119,1672.678101,6.231900692,75.98270416,15.86846924
1699,116.608002,29.781799,180,24.40119934,81.45657349,9.538547516,69.66754913,7.438205242,25.55345726,78.37194824,1698.960571,6.44046545,76.26200104,15.89809322
1700,116.776001,29.7295,90,24.43069839,81.5015564,11.28117085,70.28656769,7.677228928,25.842453,78.09365082,1719.234863,6.744424343,76.55005646,15.84774208
1701,117.110001,29.624599,643,24.63061142,81.10437775,15.08370495,71.44863892,8.159993172,26.49712944,77.15332794,1768.882568,7.423587799,76.93811035,16.08243561
1702,116.943001,29.677099,267,24.52831268,81.39380646,13.22718239,70.90687561,7.92688942,26.15740204,77.71101379,1742.72937,7.071194172,76.79434967,16.03260422
1703,117.276001,29.572001,160,24.74370193,80.99147034,16.29768372,71.77951813,8.318725586,26.6410141,76.96731567,1783.760376,7.578960896,77.03948975,16.09309387
1704,117.442001,29.519199,91,24.44207001,81.23456573,16.5202961,71.75119019,8.317153931,26.47273827,77.28240204,1789.557373,7.445362568,77.08094025,16.10970497
1705,117.607002,29.466299,450,24.01794815,81.70292664,16.22666359,71.56971741,8.245485306,26.07488632,77.94515991,1791.827759,7.120408535,77.08802795,15.99422169
1706,117.936997,29.360201,192,23.5825882,81.99824524,17.90956497,72.29095459,8.373654366,25.76955223,78.56965637,1785.247681,6.923674107,77.53606415,16.26777458
1707,117.772003,29.4133,153,23.68253517,81.96175385,16.85484886,71.69244385,8.266799927,25.76984787,78.46144104,1786.81189,6.86881876,77.17062378,16.18591118
1708,118.100998,29.306999,626,23.67256355,81.92404175,18.99613953,72.75283051,8.494159698,25.85929108,78.50756836,1771.228638,7.020706654,77.70010376,16.32183266
1709,118.428001,29.200199,215,23.97180176,81.5433197,19.6300106,72.96839142,8.480364799,26.28577995,77.75621033,1723.464966,7.359919071,77.61713409,16.72269058
1710,118.591003,29.146601,547,24.09246063,81.36837769,19.54491615,72.83674622,8.44686985,26.42821884,77.4151001,1697.509888,7.480742931,77.46183014,16.90322304
1711,118.264999,29.253599,423,23.91271782,81.73151398,19.81330872,73.08657837,8.517671585,26.12343025,78.16552734,1742.744385,7.214274883,77.7700119,16.62727928
1712,118.752998,29.092899,745,24.19943237,81.14242554,19.52591896,72.67469025,8.426007271,26.55835724,77.07965088,1666.102417,7.595547199,77.26268005,16.94935989
1713,118.915001,29.0392,75,24.27779198,80.82009125,20.04264259,72.52708435,8.45877552,26.66977692,76.76042938,1623.817627,7.703250885,76.98616791,17.10554695
1714,119.075996,28.9853,54,24.76213646,80.4859314,20.802948,72.33322144,8.455730438,26.79950142,76.44942474,1585.921021,7.872829914,76.69834137,17.24715233
1715,119.237,28.931299,133,24.9008255,80.03781128,22.40691566,72.07939148,8.445031166,26.98052216,75.96788025,1548.427124,8.048211098,76.44315338,17.26711845
1716,119.398003,28.877199,520,25.08807373,79.6423645,23.98901176,71.82132721,8.364462852,27.17957878,75.43094635,1520.563843,8.253862381,76.28476715,17.43865776
1717,119.876999,28.714399,624,25.42486191,79.44410706,24.92819977,71.94062042,8.7502985,27.49249649,75.34947205,1465.699951,8.998205185,75.67538452,17.89042473
1718,119.718002,28.768801,500,25.32116318,79.51256561,24.67604446,71.88241577,8.536384583,27.45658493,75.31546783,1477.895386,8.759683609,75.93930054,17.84584618
1719,120.036003,28.659901,261,25.44437408,79.52000427,24.7562809,71.93998718,8.826561928,27.5046711,75.47307587,1462.892456,9.126786232,75.54305267,17.91267967
1720,119.557999,28.823,769,25.28210449,79.32737732,24.90902138,71.97864532,8.437704086,27.43461609,75.09510803,1492.541382,8.516827583,76.21213531,17.7544651
1721,120.509003,28.496,583,24.80751801,83.36933136,15.22066021,71.47135925,7.73402071,27.17469978,79.21628571,1555.711182,9.156254768,76.0570755,17.93014908
1722,120.351997,28.5508,726,24.99062347,82.11582947,18.45920753,71.66101074,8.107853889,27.2682724,77.96356964,1520.242432,9.126251221,75.91483307,17.87935066
1723,120.194,28.6054,255,25.28579712,80.49240875,22.25005913,71.85500336,8.548823357,27.41141891,76.44077301,1479.261963,9.123478889,75.67167664,17.91554832
1724,120.666,28.4412,579,24.67590904,84.2549057,13.12152767,71.25282288,7.466190815,27.10797691,80.05851746,1577.596436,9.177209854,76.1001358,17.90400696
1725,120.822998,28.386299,180,24.53978157,84.97036743,12.0121994,71.05767822,7.22880888,27.04432869,80.707901,1581.029053,9.177253723,76.14839935,17.89059258
1726,121.103996,28.285801,4,0,0,0,0,0,0,0,0,0,0,17.8098793
1727,121.385002,28.1917,0,23.70832062,88.93058014,10.52788544,69.83805084,5.723108292,26.52681351,83.97406769,1454.739502,8.837691307,76.32744598,17.70735168
1728,120.978996,28.3314,295,24.32663918,85.96378326,11.29463196,70.82873535,6.893406868,26.91213226,81.61685944,1556.660156,9.061525345,76.26196289,17.83362389
1729,121.301003,28.2306,4,23.75776863,88.74871063,10.60486698,69.84135437,5.805539608,26.54899788,83.83237457,1461.27771,8.859746933,76.29650116,17.70735168
1730,121.385002,28.0846,0,0,0,0,0,0,0,0,0,0,0,0
1731,121.513001,28.0898,0,0,0,0,0,0,0,0,0,0,0,0
1732,97.6838,33.832501,4734,7.918402195,73.01303864,-8.136352539,44.2597084,14.65840435,9.742528915,72.09280396,605.5675659,-5.069585323,45.88010025,1.856959701
1733,97.495598,33.844002,4687,8.076271057,73.05977631,-7.90248394,44.16530228,14.68156242,9.890538216,72.14309692,607.7703247,-4.853760719,45.82413864,1.905829668
1734,97.901398,33.802399,4833,7.755147457,72.97193909,-8.359143257,44.35984039,14.63700581,9.601815224,72.0486145,603.5563965,-5.275522232,45.94365692,1.83040905
1735,98.309601,33.7496,4447,7.746378422,73.04165649,-8.334181786,44.52428055,14.64884853,9.621843338,72.123909,605.3701782,-5.25887394,46.11592102,1.78736794
1736,98.103401,33.779301,4651,7.716523647,72.97126007,-8.445375443,44.43994141,14.63098526,9.54837513,72.04797363,603.151001,-5.356720448,46.01042938,1.786468267
1737,98.624397,33.651199,4745,7.991771221,73.17404175,-8.076228142,44.63006592,14.68757534,9.791274071,72.2670517,609.7974854,-5.027830124,46.26984024,0
1738,98.501099,33.709999,4561,7.895188332,73.12334442,-8.176324844,44.59281158,14.67209625,9.725239754,72.21211243,608.0848389,-5.117899418,46.21367645,1.835758328
1739,101.405998,33.199402,4167,9.808843613,75.91117096,-4.486446381,52.46796799,14.80167484,11.69256496,75.56999207,702.0911865,-3.03588295,54.3813324,0
1740,102.365997,33.091499,3783,8.761098862,78.24658966,-6.88048315,55.97898102,14.79123116,10.86862183,77.40592194,725.2224121,-4.141624451,58.41854095,4.047112465
1741,101.982002,33.130402,3524,9.693050385,76.70889282,-4.560182095,54.10565186,14.65973377,11.68268585,76.28210449,715.4500732,-3.160203457,56.18965912,3.705724716
1742,101.498001,33.182201,4031,9.794109344,75.9781189,-4.366735935,52.8182869,14.77423763,11.69128799,75.68867493,704.4262085,-3.074841738,54.70034027,3.295937777
1743,101.758003,33.1796,3805,9.787859917,76.24936676,-4.188744545,53.47827911,14.69099617,11.75344276,75.9549408,711.2283936,-3.058273315,55.42009354,3.716353416
1744,102.167,33.127201,3676,9.318572044,77.352005,-5.525594234,54.73566818,14.68998718,11.40049171,76.70323181,718.7600708,-3.486090183,57.03615189,3.697458982
1745,102.566002,33.0555,3485,8.371273041,78.70698547,-7.627430916,56.69897842,14.84608078,10.55207157,77.78452301,728.2974243,-4.541519165,59.19803619,4.42746067
1746,102.764,33.019199,3681,8.566964149,78.45122528,-7.26292944,56.41464233,14.70088863,10.81269264,77.51743317,727.0252075,-4.253911495,59.01099777,4.747767448
1747,102.962997,32.982601,3706,9.252417564,77.63591003,-6.24656868,55.26259232,14.48538589,11.43528843,76.72084808,722.4072876,-3.467452049,58.0428772,5.268414021
1748,103.161003,32.945801,3544,10.17889118,76.49248505,-4.675523281,53.98957825,14.17198658,12.40208817,75.60662079,722.3969116,-2.260735989,57.06684494,5.667850018
1749,103.359001,32.9086,3880,10.98385239,74.95772552,-3.563669205,52.29989243,14.03360748,13.2018795,74.151474,720.0029907,-1.117080569,55.66150284,6.541677475
1750,103.556999,32.871201,3382,11.39530182,74.03807068,-3.171855927,51.29013443,14.0117178,13.54153156,73.28900146,717.1161499,-0.578035772,54.8108902,7.207588196
1751,104.147003,32.757301,3981,12.52991199,75.81960297,0.590634108,54.80735397,12.88953209,15.39618397,74.72186279,767.125,0.882620096,58.37133026,9.079189301
1752,103.949997,32.795502,4176,11.91093159,74.87442017,-1.315430403,52.95825195,13.46546173,14.45589447,73.94404602,741.4863892,0.161745116,56.52784729,8.617472649
1753,103.753998,32.8335,3671,11.59734344,74.14224243,-2.538817883,51.65330124,13.83676147,13.88096714,73.33247375,724.4663696,-0.256875396,55.23474884,7.911253929
1754,104.338997,32.7164,3007,13.26348495,76.60209656,2.682198048,56.58599472,12.2646389,16.48846817,75.34938049,794.2636719,1.768950105,60.15382385,9.787761688
1755,104.727997,32.606602,1897,15.11922646,78.8510437,8.966534615,62.05535507,10.32673836,19.88170433,77.08582306,872.951416,4.547704697,65.96537018,11.51848507
1756,104.929001,32.5728,1438,16.10696793,79.0269165,10.87091064,63.28375626,9.684995651,21.16325569,77.22039795,898.3771973,5.617655754,67.00617218,11.92035961
1757,104.526001,32.662201,1746,13.72927952,78.00358582,5.569608212,59.55106735,11.36564732,17.95650291,76.42996216,835.3640747,2.891268253,63.30767441,10.23014545
1758,105.123001,32.549198,1295,17.32278252,79.05795288,12.40307331,64.69590759,8.975896835,22.48567581,77.1701355,927.8729248,6.641382217,68.13140106,12.55740643
1759,105.511002,32.4823,939,20.00190544,77.43927002,12.89898205,63.67864227,8.391038895,24.10772705,76.17696381,945.0692139,8.064958572,65.88191986,13.33859253
