OBJECTID,lon,lat,DEM,最湿温度,最湿湿度,最干温度,最干湿度,气温较差,暖季温度,暖季湿度,年平均雨,冷季温度,冷季湿度,年平均气,type
167,115.1650009,26.9214993,107,16.98390007,83.9382019,27.20009995,73.582901,7.872920036,27.58650017,76.61650085,1591,9.136110306,82.57299805,18.15367317,0
168,112.3669968,26.1683998,841,10.0177002,83.49430084,27.57239914,71.17160034,7.412680149,27.19400024,75.31749725,1436.319946,8.515709877,82.53630066,17.80768967,0
169,102.5810013,26.9521999,3009,17.86389923,79.93969727,13.97459984,50.29550171,11.64379978,20.45910072,78.72389984,977.8870239,10.50430012,55.37929916,15.05715561,0
170,114.6640015,27.0585995,107,16.56920052,84.27690125,26.06380081,74.11799622,7.894740105,27.25270081,77.32540131,1600,8.85394001,83.02390289,17.68727112,0
171,116.2160034,26.3027,358,14.29889965,83.90550232,25.92309952,74.10359955,8.420539856,27.30750084,77.37909698,1675.119995,9.441470146,82.15899658,18.62820053,0
172,103.3479996,29.5972996,1001,4.963759899,91.10160065,-3.127249956,76.2664032,7.125899792,11.72630024,88.50350189,1610.339966,-2.288130045,80.03639984,12.41409779,0
173,102.2699966,31.0062008,2825,19.60770035,63.42029953,3.035759926,38.49729919,13.27169991,18.71619987,62.40930176,636.5479736,6.314579964,39.87639999,9.993708611,0
174,101.2829971,32.7537994,3856,9.949489594,75.72049713,-4.421679974,51.79999924,14.88409996,11.7876997,75.33249664,700.1270142,-2.849430084,53.68849945,3.8061831,0
175,98.7817001,32.9723015,4343,7.888450146,72.95339966,-8.190299988,43.96770096,14.65690041,9.719169617,72.03330231,604.1820068,-5.09513998,45.60499954,2.593340397,0
176,99.5206985,32.5080986,4611,10.04959965,73.97119904,-5.73363018,45.19990158,15.08430004,11.44880009,73.15200043,647.5549927,-2.786360025,47.21670151,3.498366117,0
177,99.9235992,32.4459,4306,8.876549721,75.28240204,-7.526279926,48.98120117,15.27120018,10.43490028,74.41680145,660.1560059,-4.454909801,50.9516983,3.700696945,0
178,101.1309967,31.3731003,4080,12.92599964,72.4477005,-0.523997009,44.18180084,15.44009972,14.2741003,71.80999756,650.7230225,1.088919997,46.20249939,6.818862915,0
179,102.6999969,31.1058006,3792,17.98460007,70.49160004,5.228509903,48.01150131,12.11880016,18.68880081,69.19390106,750.0040283,5.565670013,50.5284996,10.52739334,0
180,100.1959991,30.8192005,3778,12.48239994,73.86180115,-1.378579974,37.792099,16.69519997,13.99330044,73.15930176,641.6760254,1.506739974,40.12580109,7.060582638,0
181,116.5309982,27.1849003,102,13.40989971,84.04090118,27.58440018,74.54940033,8.240050316,27.4762001,77.63990021,1725.920044,9.109680176,82.57649994,18.31817436,0
182,100.1259995,30.4785004,3742,12.57110023,73.8391037,-1.843359947,39.37220001,15.0685997,13.2027998,72.76329803,670.5319824,0.604752004,42.05960083,7.425024033,0
183,114.9629974,26.3239002,130,13.64990044,82.76979828,26.03409958,72.65419769,8.122389793,27.14480019,76.33249664,1548.130005,9.516610146,81.29740143,18.30634499,0
184,101.2129974,28.9090004,2706,15.09570026,78.51100159,4.018270016,43.49580002,13.4854002,15.08749962,78.10820007,882.9099731,4.261919975,45.86190033,9.925967216,0
185,98.2968979,28.2663002,3688,16.66539955,80.16940308,3.855350018,54.2344017,11.58090019,16.80459976,78.97489929,994.8649902,4.868859768,59.27809906,11.82283592,0
186,102.0510025,27.2099991,2138,18.84370041,78.54540253,14.28590012,44.09320068,11.85649967,20.47229958,77.49510193,939.7689819,11.0916996,48.72370148,15.39433002,0
187,105.8649979,26.2129002,1393,4.60860014,83.98829651,18.35759926,76.92310333,6.758190155,21.09550095,79.01339722,1343.469971,6.873849869,82.24349976,15.26439285,0
188,100.8889999,26.1683998,1923,20.54700089,79.9240036,16.09149933,43.07279968,12.27019978,21.98270035,78.73490143,984.6539917,13.0479002,48.7098999,17.02420998,0
189,101.7829971,23.6142006,1589,26.96759987,77.22609711,21.95700073,58.68909836,11.31379986,26.78289986,75.93109894,883.934021,18.75909996,63.2322998,19.58291817,0
190,110.2440033,32.5955009,873,23.00379944,80.23139954,6.137290001,68.48049927,9.816579819,24.83060074,78.7940979,860.6079712,6.20510006,69.30439758,15.62176609,0
191,103.7990036,32.9996986,4352,11.55220032,75.28309631,-1.919780016,53.25870132,13.54529953,14.07250023,74.33809662,737.1640015,-0.336133003,56.74779892,7.523025513,0
192,110.5599976,30.6380997,773,21.16539955,79.6147995,10.21679974,71.21980286,8.630530357,25.16889954,77.21669769,1194.829956,7.624889851,72.42279816,16.29871178,0
193,97.5354996,32.9583015,4788,6.886859894,72.33119965,-9.520730019,43.91070175,14.46380043,8.847350121,71.34400177,581.8300171,-6.332670212,45.25360107,2.826581001,0
194,117.1949997,28.4507008,72,14.0383997,80.27529907,28.04120064,71.36250305,7.835869789,28.1704998,73.64759827,1867.959961,8.989700317,78.72509766,17.95860291,0
195,103.4489975,31.6683006,4403,15.52680016,78.91940308,7.970640182,60.02930069,10.97229958,18.35779953,77.30110168,857.6459961,3.894350052,64.4910965,10.74599934,0
196,116.8040009,27.9172993,300,15.07429981,82.57949829,25.89170074,73.41130066,7.83302021,27.55529976,76.832901,1758.140015,8.712789536,80.91190338,18.08679771,0
197,100.314003,27.2973003,2881,17.17910004,80.37709808,8.331100464,45.97320175,11.90019989,17.8878994,79.22570038,914.7479858,8.016079903,49.31129837,13.13244152,0
198,99.0792007,26.9428997,3184,18.29199982,80.55139923,6.160220146,55.29449844,11.6942997,18.19029999,79.74150085,1005.380005,6.719359875,60.64170074,13.45040989,0
199,102.7210007,32.8516998,3614,7.928880215,79.32959747,-8.359000206,57.89820099,14.97420025,10.20709991,78.3585968,739.0640259,-4.979300022,60.32120132,4.96654129,0
200,105.3239975,31.8255997,507,17.0571003,81.415802,17.92469978,69.12590027,7.868400097,24.42200089,78.79850006,990.4039917,8.39605999,73.61470032,15.19355679,0
201,116.4240036,26.8913002,217,12.79609966,84.91290283,28.78549957,74.93730164,8.78703022,27.49559975,77.6446991,1737.930054,9.50769043,83.25019836,18.48658943,0
202,113.5309982,27.5261993,66,16.52860069,83.61329651,23.16600037,74.58460236,7.75398016,26.19409943,78.92500305,1567.959961,7.515629768,82.73870087,16.78932762,0
203,115.9400024,26.5426006,629,14.06809998,84.01490021,26.37339973,74.21070099,8.406129837,27.33539963,77.36779785,1676.630005,9.373149872,82.34179688,18.50407791,0
204,112.6949997,25.4300995,386,10.71619987,82.70179749,25.68619919,70.04570007,7.654950142,27.03140068,74.68630219,1508.439941,8.823040009,81.93009949,18.23805046,0
205,98.887001,25.7413006,1427,24.23789978,81.33460236,17.83340073,51.81990051,10.6505003,23.84079933,80.62409973,998.4869995,15.29819965,53.70370102,16.55399704,0
206,99.5920029,24.0793991,2734,22.10630035,83.95359802,17.18930054,56.91019821,11.61250019,22.04430008,82.66069794,1228.880005,14.2052002,62.32889938,18.0344944,0
207,102.2190018,22.8633995,1847,23.20890045,84.78289795,18.41650009,68.01740265,10.51809978,22.93720055,83.8884964,1682.880005,15.51509953,72.57929993,19.48809242,0
208,110.9929962,31.8899994,811,24.60090065,80.64009857,5.409210205,69.23840332,10.10050011,24.23749924,79.64399719,866.2310181,5.739689827,70.02010345,15.77661419,0
209,105.689003,27.0998993,1565,5.197490215,85.35759735,18.09149933,76.77580261,7.699629784,21.41410065,78.97530365,970.4470215,6.518819809,82.26989746,14.29677868,0
210,100.2149963,27.8358994,2619,15.6576004,78.66519928,3.594490051,49.57220078,12.47200012,15.66849995,77.59130096,794.5560303,4.246029854,53.03580093,11.09990788,0
211,104.8889999,25.1917,994,16.83279991,83.06950378,16.9034996,69.95480347,8.746709824,21.23489952,81.64360046,1239.630005,9.800840378,75.99980164,15.97987556,0
212,113.2160034,25.9594002,171,9.672450066,82.57350159,27.88909912,68.78099823,7.759250164,27.15550041,73.87680054,1517.5,8.927430153,82.00109863,17.81879997,0
213,112.2429962,26.3640003,112,9.070489883,83.7315979,28.59149933,71.16290283,7.390960217,27.34350014,75.20549774,1412.719971,8.532119751,82.748703,17.58654022,0
214,99.2058029,30.9676991,4547,13.1026001,72.69210052,-1.672719955,39.09930038,14.96920013,13.81459999,71.72660065,620.6599731,0.991931021,41.47660065,6.913645744,0
215,105.1760025,27.3666992,2071,3.466059923,85.87979889,17.15229988,76.77590179,7.956880093,20.41580009,79.65370178,875.7020264,5.704259872,83.00279999,14.05422974,0
216,101.5179977,23.1327,1838,23.49869919,83.54370117,18.94580078,63.63740158,10.87660027,23.33309937,82.4240036,1425.540039,15.96630001,68.87290192,19.60876465,0
217,110.9219971,32.2501984,1120,24.76000023,80.58380127,5.333459854,69.01239777,10.04920006,24.33460045,79.61869812,851.8740234,5.760399818,69.78639984,15.69285202,0
218,105.8219986,28.4456997,446,14.08829975,84.79119873,23.60820007,75.71749878,7.008190155,24.40850067,78.7322998,1027.469971,8.996890068,80.65380096,16.18679047,0
219,114.3410034,25.5105991,509,13.54409981,83.07420349,24.09810066,72.54589844,8.123009682,26.75390053,76.79949951,1561.959961,9.317890167,81.45659637,18.39314842,0
220,113.8899994,26.9370003,228,11.7723999,85.78050232,23.03720093,78.4489975,8.957099915,25.56539917,81.92250061,1655.060059,7.98511982,84.72399902,17.07964897,0
